A1BG
LGALS1
LGALS3
LGR4
LHFPL3
LILRB3
LIMA1
LINC00158
LINC00294
LINC00304
LINC00311
LINC00330
LINC00461
LINC00467
LINC00483
LINC00551
LINC00571
LINC00578
LINC00588
LINC00592
LINC00599
LINC00620
LINC00649
LINC00663
LINC00670
LINC00685
LLGL1
LMF1
LMTK2
LPAR5
LPGAT1
LRCOL1
LRIG1
LRIG2
LRP1
LRP5
LRPAP1
LRRC14
LRRC49
LRRC4B
LRRC57
LRRIQ4
LRRK2
LRRN1
LRSAM1
LRTOMT
LSAMP
LSM14B
LUZP1
LY6G5B
LY6G6D
LYPD1
LYST
LYZ
LZTS1
LZTS2
MACF1
MAGEB10
MAGED4
MAGOHB
MAK16
MAL2
MALAT1
MANEAL
MAP1B
MAP1LC3C
MAP2
MAP2K7
MAP3K1
MAP3K11
MAP3K12
MAPK15
MAPK7
MAPK8IP1
MAPK8IP2
MAPKAPK2
MARCKSL1
MARVELD3
MATK
MATN3
MBD1
MBD5
MBOAT1
MBTD1
MCAM
MCFD2
MCOLN1
MCPH1
MCTS1
MDC1
MDGA1
MDM4
ME2
MEAF6
MECP2
MECR
MED14
MED25
MED28
MED29
MEF2D
MEFV
MEGF9
MEIS1
MEOX2
MEST
METAP1D
METTL1
METTL11B
METTL21A
METTL7B
MEX3A
MFAP5
MGP
MGST1
MIA2
MIAT
MIB2
MILR1
MINK1
MIRLET7BHG
MKLN1
MKS1
MLANA
MLC1
MLLT10
MLLT11
MLLT6
MLXIP
MLXIPL
MMEL1
MMP17
MMP23B
MNT
MOB1B
MOBP
MON2
MORF4L2
MPDZ
MR1
MREG
MRM1
MRPL23
MRVI1-AS1
MS4A10
MSH5
MSI1
MSL1
MSX1
MT1E
MT1X
MT2A
MT3
MTF1
MTFMT
MTMR1
MTMR12
MTRNR2L4
MTRNR2L5
MTRNR2L7
MTSS1L
MTX3
MUC15
MX1
MXD1
MXRA7
MYCBP2
MYO19
MYO1D
MYO9A
MYSM1
MYT1
MYT1L
NAMPT
NANOG
NAPEPLD
NBPF10
NBPF9
NCAPD3
NCOA5
NDOR1
NDRG1
NDRG2
NDRG4
NDUFA3
NDUFAF1
NEMF
NEU4
NEURL3
NEUROD6
NFASC
NFATC3
NFE2L1
NFIB
NFIX
NFKBIZ
NFRKB
NGF
NICN1
NID1
NIN
NISCH
NKAIN4
NKTR
NKX3-2
NLGN1
NLGN3
NLRC3
NLRP12
NMBR
NNAT
NNMT
NOTCH3
NPAP1
NPAS3
NPC2
NPEPPS
NPFFR2
NPHP3-ACAD11
NPHS1
NPLOC4
NPPA
NPTXR
NR1D1
NR1I2
NREP
NRG3
NRN1
NRP1
NRXN2
NRXN3
NSG1
NT5DC3
NTF4
NTN1
NTN5
NTRK2
NTSR2
NUDCD1
NUDCD3
NUDT21
NUDT4
NUGGC
NUP153
NUP62CL
NXN
NXNL2
NXPH1
OBSL1
OCLN
OCM
OGFR
OLIG1
OMG
OPA3
OPHN1
OR1L8
OR2AE1
OR2M4
OR6C4
OR7D2
ORC2
ORC4
OSBPL7
OTOGL
OTUD3
OTUD6A
OXSR1
P2RX5-TAX1BP3
P2RX7
P4HA1
PABPC4
PAG1
PAIP1
PAK3
PAK4
PANK3
PAQR4
PARP12
PARP4
PAX7
PAXBP1-AS1
PC
PCBP4
PCDH11Y
PCDH15
PCDHB10
PCDHGC3
PCK1
PCM1
PCNT
PCOLCE
PCOLCE-AS1
PCSK7
PDE1B
PDE4D
PDE6A
PDGFB
PDHA1
PDK3
PDP2
PDYN
PDZD2
PELP1
PER2
PFDN6
PFKP
PFN2
PGA5
PGAM5
PGAP1
PGBD1
PGK1
PGRMC1
PHF2
PHF21A
PHF8
PHKA2
PHKG2
PHLDA1
PHLDB3
PHRF1
PHYHIPL
PI4KB
PIBF1
PIGL
PIGX
PIK3CB
PIK3R2
PIK3R4
PIKFYVE
PIP4K2C
PITPNA
PKD2
PKIA
PKN2
PLA2G4B
PLAC1
PLAC8
PLAC9
PLAU
PLEC
PLEKHA6
PLEKHO1
PLEKHS1
PLIN2
PLLP
PLOD2
PLP1
PLP2
PLTP
PLXNA3
PLXNB2
PMM2
PMP2
PMP22
PNMA2
PNPO
POC1B-GALNT4
POLD4
POLG2
POLH
POLI
POLR2F
POM121
PON2
POSTN
POT1
POU2AF1
POU2F1
POU5F1
POU5F1B
PPARA
PPFIA1
PPM1A
PPM1F
PPM1K
PPP1R15A
PPP2R1B
PPP2R2A
PPP6R3
PQLC1
PQLC2
PRAF2
PRCP
PRDX6
PREPL
PRICKLE2-AS3
PRKACA
PRKCSH
PRKX
PROSER1
PRR7-AS1
PRRC2B
PRRT2
PRUNE2
PSAT1
PSME4
PSTPIP2
PTAFR
PTAR1
PTBP3
PTCH1
PTCHD4
PTH2R
PTK6
PTPDC1
PTPN11
PTPN23
PTPN4
PTPRJ
PTPRO
PTPRQ
PTPRR
PTPRS
PTPRZ1
PUM1
PVRIG
PYHIN1
QPCTL
RAB11FIP4
RAB21
RAB27A
RAB31
RAB33B
RAB36
RAB42
RABL3
RAC2
RAD23B
RAD54B
RAG1
RALGPS1
RAMP1
RAMP2-AS1
RAPGEF1
RASA3
RASA4
RASAL2-AS1
RASGRF1
RASGRP4
RBAK
RBBP5
RBBP9
RBFA
RBFOX2
RBM11
RBM14-RBM4
RBM15
RBP4
RCAN1
RDH12
RFX2
RGL1
RGS16
RHD
RHOT2
RIC8B
RING1
RIOK2
RLN1
RND3
RNF111
RNF13
RNF148
RNF165
RNF167
RNF207
RNF213
RNF216
RNF220
RNF222
RNF31
RNF4
RNFT2
RNMT
RNPC3
RPL21
RPL22L1
RPP30
RPS6KB2
RPUSD3
RRBP1
RTKN
RUFY2
RUNDC1
RUNX1
RWDD3
RYBP
S100A10
S100A11
S100A14
S100A16
S100B
S1PR2
SAMD4B
SAP30BP
SATB1
SATB2
SATB2-AS1
SBF1
SBNO1
SCAF8
SCD
SCD5
SCFD2
SCG3
SCNN1G
SCRG1
SCUBE1
SDC4
SDR42E1
SEC14L4
SEMA3E
SENP5
SEPT14
SEPT3
SEPT5
SERF2
SERINC5
SERPINA3
SERPINA5
SERPINE1
SERPING1
SERTAD1
SERTAD2
SERTAD4
SERTAD4-AS1
SESN3
SETD1A
SETD5
SEZ6
SEZ6L
SF1
SF3B3
SFXN2
SFXN5
SGCB
SGK1
SH2D4B
SH3BP1
SH3BP5-AS1
SH3PXD2B
SHANK2-AS3
SHC3
SHD
SHISA9
SHKBP1
SHOX
SHPK
SHROOM1
SIGLEC10
SIGLEC12
SIGLEC9
SIN3A
SIRPA
SIRPB2
SIRT2
SIX4
SKA1
SKA2
SKP2
SLAMF7
SLC12A2
SLC14A2
SLC15A4
SLC17A3
SLC18A3
SLC1A1
SLC1A3
SLC22A23
SLC25A26
SLC25A36
SLC28A2
SLC2A1
SLC2A3
SLC2A4RG
SLC35C1
SLC35D1
SLC35E1
SLC35E3
SLC35F6
SLC36A1
SLC36A2
SLC37A2
SLC39A14
SLC44A1
SLC4A2
SLC4A4
SLC5A5
SLC6A4
SLC6A6
SLC7A1
SLC7A6
SLC9A7
SLC9A8
SLC9A9
SLC9B2
SLFNL1-AS1
SLIRP
SLITRK2
SLTM
SMAD3
SMAD4
SMCR8
SMG6
SMG9
SMIM17
SMIM6
SMOC1
SMPD1
SMU1
SNAP25
SNCG
SNHG12
SNHG4
SNRNP70
SNX12
SNX22
SNX30
SOBP
SOCS3
SOCS4
SOD2
SOS1
SOSTDC1
SOWAHB
SOX10
SOX11
SOX15
SOX2
SOX4
SOX6
SOX9
SPAG9
SPARC
SPARCL1
SPAST
SPATA5
SPCS3
SPDYE3
SPESP1
SPIB
SPIN1
SPINK13
SPINK2
SPN
SPOPL
SPP1
SPRED1
SPTBN1
SQSTM1
SREK1
SRP72
SRRM1
SRRM2
SRRM2-AS1
SRRT
SRXN1
SSH1
ST3GAL3
ST6GAL1
ST7L
STAB1
STARD6
STAT4
STAU2-AS1
STK16
STK35
STK4
STMN1
STMN2
STMN4
STUB1
STX1B
STX5
SULT2A1
SULT2B1
SURF2
SUZ12
SWAP70
SYNE1
SYNRG
SYT1
SYT15
SYVN1
TAB1
TAC1
TACC1
TADA2B
TAF8
TAGLN2
TAGLN3
TANGO2
TAPBP
TAS2R39
TATDN3
TBC1D10B
TBC1D17
TBC1D2
TBRG1
TBXA2R
TCERG1
TCF12
TCF4
TDO2
TDRG1
TEP1
TERF2
TEX12
TEX26-AS1
TFAP2A
TFDP2
TFPT
TFRC
THADA
THBD
THBS2
THOC2
THOC5
THSD7A
THY1
TIAL1
TIGD1
TIMP1
TIMP3
TLCD2
TLE3
TLN1
TLR10
TM4SF18
TM4SF4
TMEFF2
TMEM104
TMEM105
TMEM108
TMEM120B
TMEM127
TMEM136
TMEM145
TMEM158
TMEM161B-AS1
TMEM185A
TMEM189
TMEM206
TMEM212
TMEM213
TMEM215
TMEM229A
TMEM234
TMEM63A
TMEM63B
TMEM87B
TMIE
TMOD3
TMSB15A
TNF
TNFAIP8L1
TNFAIP8L3
TNFRSF18
TNFRSF1A
TNFRSF8
TNIP1
TNK2
TNKS1BP1
TNNC1
TNNI3K
TNNT3
TNPO1
TNPO2
TNR
TNRC18
TNRC6B
TNRC6C
TNS3
TOB2
TOP3A
TOR1B
TOR4A
TOX4
TP53I11
TP53INP1
TP53INP2
TPCN2
TPMT
TPPP3
TPR
TRAF3IP2
TRAM1
TRAPPC10
TRAPPC12
TRAPPC8
TRERF1
TRIB3
TRIM14
TRIM33
TRIM52
TRIM58
TRMT10B
TRMT2B
TRPM7
TSEN2
TSIX
TSKU
TSPAN13
TSPAN18
TSPAN7
TSPAN9
TSPYL4
TSTD3
TTC21B
TTC28
TTC39C
TTLL2
TTLL3
TTYH1
TTYH3
TUB
TUBA1A
TUBA1C
TUBB2A
TUBB3
TUBB4A
TUBE1
TVP23C
TWSG1
TYROBP
TYW1B
U2AF2
UBC
UBE2M
UBE2V1
UBE2Z
UBE4A
UBN2
UBXN11
UCHL1
UCKL1-AS1
UCN2
UFM1
UGDH-AS1
UGGT2
UGT2B15
UGT8
UMODL1
UMPS
UNC80
UNK
UPF1
UPF3A
UPK1B
UPK3B
UPP2
UQCRQ
USF2
USP20
USP21
USP33
USP36
USP4
USP40
USP7
UTP20
UTP23
VAV3-AS1
VCAN
VCL
VEGFB
VENTX
VHL
VHLL
VIM
VIP
VMA21
VN1R2
VPS13D
VPS37B
VPS54
VPS9D1
VSIG1
VSIG10
VSTM2A
VSTM4
WARS
WASF2
WASF3
WASL
WDFY3
WDR17
WDR26
WDR33
WDR35
WDR44
WDR5
WDR59
WDR5B
WDR90
WEE1
WFIKKN2
WIPF1
WIPF2
WIPI2
WNT10B
WNT9A
WSCD2
WTAP
WWC2
WWTR1
XKR9
XPNPEP3
XPOT
YPEL1
YTHDC2
YWHAG
ZBTB11
ZBTB18
ZBTB22
ZBTB3
ZBTB4
ZC3H12C
ZC3H12D
ZC3H6
ZC3HAV1L
ZCCHC14
ZCCHC2
ZCCHC8
ZDHHC18
ZDHHC2
ZDHHC20
ZDHHC21
ZDHHC22
ZER1
ZFC3H1
ZFHX2
ZFP14
ZFP41
ZFP42
ZFYVE27
ZIC1
ZKSCAN3
ZMYND11
ZNF142
ZNF236
ZNF24
ZNF26
ZNF264
ZNF275
ZNF280C
ZNF282
ZNF292
ZNF318
ZNF324
ZNF335
ZNF354B
ZNF444
ZNF467
ZNF471
ZNF48
ZNF488
ZNF490
ZNF496
ZNF507
ZNF557
ZNF562
ZNF578
ZNF585B
ZNF592
ZNF652
ZNF662
ZNF677
ZNF714
ZNF728
ZNF737
ZNF738
ZNF772
ZNF793
ZNF850
ZNF865
ZNFX1
ZNHIT6
ZNRF3-AS1
ZRANB2
ZSCAN18
ZSCAN2
ZSCAN21
ZSCAN29
ZSWIM1
ZYG11A
ZZEF1
