AACS
COLGALT2
CORO6
CPA5
CPE
CPEB1
CPLX1
CPNE4
CPNE5
CPNE7
CPNE8
CPSF2
CREB5
CRHBP
CRIM1
CRISPLD1
CRK
CRNDE
CRTAC1
CRYBG3
CRYM
CSE1L
CSF2
CSF3
CSGALNACT1
CSNK2A2
CSRNP3
CTAGE9
CTDSPL
CTGF
CTNNA2
CTNNA3
CTNNBIP1
CTSA
CTTNBP2
CUBN
CUX1
CUX2
CXCL11
CXCL14
CXCL3
CXXC4
CXorf67
CYLC1
CYP19A1
CYP1B1-AS1
CYP24A1
CYP26C1
CYP7B1
CYP8B1
CYSLTR2
DAB1
DACH1
DCBLD1
DCC
DCHS2
DCLK1
DCLK2
DCN
DCTN1
DCX
DDAH1
DDHD1
DDI1
DDIT4L
DDR2
DDX17
DDX53
DDX60L
DEFA6
DENND1B
DENND2A
DENND4B
DGCR2
DGKB
DGKD
DGKE
DGKG
DGKH
DGKI
DGKZ
DIAPH2
DIP2A
DIRAS1
DIRAS2
DKK2
DLAT
DLC1
DLG1
DLG4
DLG5
DLGAP1
DLGAP1-AS4
DLK1
DLX6-AS1
DMD
DMXL1
DNAH14
DNAH6
DNAI1
DNAJA3
DNAJB2
DNAJC2
DNAL1
DNER
DOCK10
DOCK11
DOCK4
DOK1
DOK6
DOPEY1
DPEP3
DPF1
DPH7
DPP10
DPP4
DPP6
DPY19L1
DPY19L2
DPYD
DSCAM
DSCAML1
DST
DUOXA2
DYNC1I1
DYNC2H1
EDA
EDIL3
EDNRA
EEPD1
EFHD2
EGF
EGFR
EIF2AK1
EIF2AK3
ELAVL2
ELAVL4
ELL3
EMB
EML1
EML6
EN1
EN2
ENC1
ENOSF1
ENOX1
ENTPD6
EOMES
EPB41
EPB41L2
EPB41L4A
EPDR1
EPHA10
EPHA3
EPHA4
EPHA5
EPHA6
EPN2
EPS8
ERBB4
ERC1
ERC2
ERG
ERICH4
ESRRG
ESX1
ESYT2
ETV1
ETV5
ETV6
EVI5
EVX1
EVX2
EXOC6
EXOSC7
EXPH5
EXT1
EYA1
EYA4
EYS
FAM102B
FAM110B
FAM118B
FAM126A
FAM133B
FAM135A
FAM135B
FAM151B
FAM155A
FAM160A1
FAM163A
FAM180A
FAM181A
FAM189A1
FAM19A1
FAM19A2
FAM19A4
FAM53C
FAM78B
FAM81A
FAM96B
FAN1
FARP1
FAT1
FAT3
FAT4
FBN1
FBN2
FBXL20
FBXL7
FBXO36
FBXW5
FCGR2B
FCHSD2
FCRLA
FDCSP
FETUB
FEZF2
FFAR2
FFAR3
FGD4
FGF10
FGF12
FGF13
FGFR1
FGFR2
FHIT
FHOD3
FILIP1
FKBP15
FLJ45513
FLRT2
FLT3
FMN1
FMOD
FNBP1L
FNDC3A
FNDC3B
FNDC4
FOCAD
FOXA1
FOXC1
FOXC2
FOXD2
FOXD3-AS1
FOXF1
FOXJ3
FOXO1
FOXP2
FRAS1
FREM1
FRMD3
FRMD4A
FRMD4B
FRMD5
FRMD6
FRMPD4
FRY
FSIP1
FSTL4
FSTL5
FTH1
FUT9
FZD6
GAB1
GAB2
GABPB2
GABRA2
GABRA5
GABRB3
GABRG1
GABRG3
GAD1
GAD2
GALNT10
GALNT13
GALNT14
GALNT18
GALNT2
GALNT7
GALNTL6
GALP
GALR3
GARNL3
GAS2L3
GAS7
GATAD2B
GBE1
GBP1
GDA
GDNF-AS1
GFRA1
GFRA2
GFRA3
GFY
GH1
GHR
GJA4
GJB5
GJD4
GLCE
GLIS3
GLRA2
GLRA3
GNA14
GNAL
GNAO1
GNAT1
GNB4
GNG2
GNG4
GNPAT
GNPTAB
GOLGA8R
GOLIM4
GPC5
GPC6
GPD2
GPR137C
GPR158
GPR63
GPRIN3
GPX2
GRAMD1B
GRAMD1C
GRB14
GRB7
GREM2
GRIA1
GRIA2
GRIA3
GRIA4
GRID1
GRIK1
GRIK2
GRIK3
GRIK4
GRIN2A
GRIN3A
GRIP1
GRIP2
GRK5
GRM1
GRM3
GRM4
GRM5
GRM7
GRM8
GSC
GSE1
GSG1L
GSTM5
GSX2
GUCY1A2
GULP1
H2BFM
HAND1
HAND2
HAPLN1
HCAR2
HCAR3
HCN1
HCRTR2
HDAC9
HDC
HECW1
HGF
HHAT
HHIPL2
HIP1
HIST1H1D
HIST1H1T
HIST1H2AL
HIST1H2AM
HIST1H2BE
HIST1H2BF
HIST2H2AB
HIST2H3D
HIVEP1
HMGCS1
HNF1A
HNRNPDL
HOMER1
HOOK3
HOPX
HOXA1
HOXA11
HOXA11-AS
HOXA13
HOXA3
HOXB3
HOXB5
HOXB8
HOXC4
HOXC8
HOXD-AS2
HOXD10
HPCAL1
HPSE2
HRH3
HS3ST2
HS3ST4
HS3ST5
HS6ST3
HSD11B1L
HSPA14
HTR1D
HTR1F
HTR2C
HTR4
HTR7
HUNK
HYDIN
IFITM1
IFNA13
IFNG-AS1
IFRD1
IGF1
IGSF11
IGSF21
IL12A-AS1
IL1B
IL1RAPL2
ILDR2
INPP4B
INTS1
IP6K3
IPCEF1
IQGAP2
IQSEC1
IRF2
IRS2
IRX4
ISL1
ITFG1
ITGA11
ITGA7
ITGA8
ITGB1BP1
ITGB1BP2
ITGB3BP
ITGB8
ITLN1
ITM2B
ITPR2
IWS1
JAKMIP1
JAKMIP2-AS1
JAM2
JMJD1C
KANSL1L
KAZN
KBTBD12
KCNAB1
KCNAB3
KCNB2
KCNC1
KCNC2
KCND2
KCNG2
KCNH5
KCNH7
KCNIP1
KCNIP4
KCNJ6
KCNMB4
KCNN2
KCNQ1DN
KCNQ1OT1
KCNQ3
KCNT2
KCTD16
KCTD8
KIAA1147
KIAA1191
KIAA1210
KIAA1211
KIAA1217
KIAA1324L
KIAA1549
KIAA1586
KIAA1671
KIAA1841
KIAA1958
KIF13A
KIF21B
KIF26B
KIF3B
KIR2DL1
KIR2DL4
KIRREL3
KIT
KLF12
KLF5
KLF7
KLHL1
KLHL29
KLHL32
KLHL5
KMO
KRT5
KRT75
L3MBTL4
LAMA2
LAMP1
LAMP5
LANCL1
LBX1
LBX2-AS1
LCN2
LCN6
LDLRAD2
LDLRAD3
LENEP
LGALS7B
LGALS9C
LGI2
LHFPL2
LHFPL3
LHX6
LIFR
LIG4
LILRB2
LILRB5
LIMS1
LIN52
LINC00102
LINC00298
LINC00299
LINC00332
LINC00336
LINC00482
LINC00520
LINC00602
LINC00605
LINC00698
LINC00853
LINC00861
LINC00922
LINC00970
LINC01060
LINC01122
LINC01126
LINC01134
LINC01136
LINC01150
LINC01233
LINC01241
LINC01262
LINC01293
LINC01322
LINC01353
LINC01366
LINC01384
LINC01393
LINC01419
LINC01470
LINC01474
LINC01502
LINC01506
LINC01526
LINC01545
LINC01553
LINC01571
LINC01572
LINC01583
LINGO2
LINGO4
LIPN
LMF1
LMNTD2
LMO3
LMO4
LMO7
LNPEP
LPAR3
LPP
LRAT
LRFN2
LRGUK
LRP10
LRP1B
LRP2
LRP8
LRRC1
LRRC39
LRRC3B
LRRC4
LRRC41
LRRC49
LRRC4C
LRRC9
LRRFIP1
LRRK1
LRRN2
LRRN4CL
LRRTM4
LSAMP
LSP1
LUC7L2
LUC7L3
LUZP2
LY6H
LY86-AS1
LYPD6
LYPD6B
MACROD2
MAD1L1
MAF
MAGI1
MALAT1
MAMDC2
MAML2
MAML3
MAOB
MAP1B
MAP2
MAP2K1
MAP2K5
MAP4K4
MAPK15
MAPK4
MARCH1
MARCH3
MARCH4
MAST4
MATN1-AS1
MBOAT2
MCC
MCEMP1
MCFD2
MCHR2
MCTP1
MCTP2
MDFIC
MDGA2
ME1
MED12L
MED15
MED27
MEF2A
MEG3
MEIKIN
MEIS2
METAP1
MFAP2
MGAT4C
MGAT5
MIA-RAB4B
MIAT
MIOS
MIR137HG
MIR181A1HG
MIR4500HG
MIR7-3HG
MIR7515HG
MITF
MKL2
MKX
MLIP
MLPH
MMP16
MMP19
MMP9
MORF4L2
MOXD1
MPC2
MPDZ
MPEG1
MPP6
MPP7
MPPED2
MPZL2
MRAP2
MREG
MSH5-SAPCD1
MSRA
MT1A
MTG2
MTRNR2L1
MTRNR2L6
MTSS1
MTUS1
MUM1L1
MYLIP
MYO16
MYO1D
MYO1E
MYO3A
MYO5B
MYOM2
MYRFL
MYRIP
MZT2B
NAA20
NAALAD2
NAALADL2
NAALADL2-AS2
NAV1
NAV3
NBEA
NCALD
NCAM2
NCBP1
NCK2
NCKAP5
NDEL1
NDFIP2
NDST3
NDST4
NEAT1
NEBL
NECAB1
NECAB2
NEFM
NEK10
NEK11
NEK2
NELL1
NF1
NFIA
NFIB
NFKBIZ
NHS
NKAIN2
NKAIN3
NKG7
NKTR
NKX2-5
NLGN1
NLRP4
NMUR1
NNAT
NOS1
NOS1AP
NOX4
NPAS3
NPFFR2
NPNT
NPPA-AS1
NPS
NPSR1
NPTX1
NPY
NPY1R
NPY2R
NR2F2
NR2F2-AS1
NR3C2
NR4A2
NR4A3
NRAP
NREP
NRG1
NRGN
NRIP1
NRIP3
NRP1
NRXN1
NT5DC1
NTM
NTN3
NTNG1
NTNG2
NUDT21
NUFIP1
NUMB
NUP62
NWD2
NXPH1
NXPH2
NYAP2
OBP2A
OCIAD1
OLFM3
OLFML2B
ONECUT2
OOEP
OPTN
OR10A2
OR1D2
OR1G1
OR2B2
OR2B6
OR2T12
OR4N2
OR51B5
OR51E1
OR51E2
OR52N1
OR56A1
OR56A4
OR5A1
OSBPL10
OSBPL3
OSGEP
OTOF
OVCH1
OXNAD1
PACRG
PACRG-AS1
PAK3
PALLD
PAM
PANK3
PAPPA
PAPSS1
PAQR8
PARD3
PARK7
PARP8
PART1
PAWR
PAX9
PBX1
PBX3
PCDH11X
PCDH11Y
PCDH12
PCDH15
PCDH17
PCDH9
PCED1B
PCGF3
PCK1
PCP4
PCSK1N
PCSK2
PCSK5
PCSK6
PDCD1
PDE1A
PDE1C
PDE3A
PDE4B
PDE6H
PDE9A
PDGFC
PDGFD
PDGFRA
PDLIM5
PDZD2
PDZK1IP1
PDZRN3
PDZRN4
PELI2
PEX5L
PF4
PGA3
PHACTR1
PHACTR2
PHACTR3
PHF1
PHLDB2
PHYHIPL
PI3
PIBF1
PID1
PIEZO2
PIK3R3
PIP4K2A
PIP5K1B
PIR
PITPNC1
PITX2
PKDCC
PKP1
PKP2
PLA2G2A
PLA2G4A
PLAGL1
PLCB1
PLCB4
PLCE1
PLCXD3
PLD5
PLEKHG6
PLS3
PLXDC2
PLXNA2
PMAIP1
PMEPA1
PNPLA7
POGZ
POSTN
POU3F1
POU6F2
PPARGC1A
PPFIBP1
PPIP5K2
PPM1D
PPP1R16B
PPP1R1C
PPP1R9A
PPP2R2C
PPP5C
PQLC2L
PRDM13
PRELID2
PREPL
PREX2
PRKAB2
PRKAG1
PRKAG2-AS1
PRKCA
PRKCB
PRKCE
PRKD3
PRKG1
PRLR
PROB1
PROK2
PROS1
PROX1
PRPF19
PRPF40B
PRR16
PRR31
PRRX1
PRSS33
PRSS42
PRUNE2
PSD3
PSMD7
PTCHD1
PTCHD1-AS
PTCHD4
PTEN
PTK2
PTK2B
PTPN13
PTPRB
PTPRD
PTPRK
PTPRM
PTPRN2
PTPRO
PTPRR
PTPRT
PVALB
PWRN1
PXDNL
PYGB
QKI
QRFPR
R3HDM1
RAB11A
RAB26
RAB31
RAB37
RAB3B
RAB3C
RAB3IP
RAB8B
RABGEF1
RALGPS2
RALYL
RANBP17
RAP1GAP
RAP1GAP2
RAPGEF5
RAPGEF6
RASGEF1C
RASGRP1
RASSF8
RAVER2
RBM20
RBMS3
RBP4
RELN
RERG
RETN
REXO2
RFNG
RFPL1S
RFX3
RGL1
RGMA
RGP1
RGS12
RGS5
RGS6
RHBDL3
RHBG
RHOJ
RILPL1
RIN2
RIPK3
RIT2
RNASE2
RNASE6
RNF13
RNF144B
RNF152
RNF2
RNF213
RNF220
RNF24
RNPC3
ROBO1
ROBO2
ROBO3
ROGDI
ROR1
ROR2
RORA
RORA-AS1
RORB
ROS1
RPE
RPL8
RPS13
RPS4Y2
RPS6KA2
RRP1B
RSPRY1
RTEL1-TNFRSF6B
RTL1
RTN4RL2
RTP3
RUFY1
RUNX1T1
RUNX2
RXFP1
RYR2
RYR3
S100A9
SAMD3
SAMD4A
SAMD5
SASH1
SAT1
SATB1
SATB2
SCAF4
SCARA3
SCD5
SCG2
SCGB1D2
SCN1A
SCN3B
SCN7A
SCN9A
SCPEP1
SDK1
SDR42E1
SEC14L5
SEC24D
SEL1L3
SEMA3A
SEMA3B-AS1
SEMA3C
SEMA3D
SEMA3E
SEMA3G
SEMA5A
SEMA5B
SEMA6A
SEMA6D
SERPINA3
SERPINE2
SEZ6L
SFMBT2
SFRP4
SFXN5
SGCD
SGCZ
SGK1
SH3D19
SH3GL3
SH3GLB2
SH3PXD2A
SH3RF1
SH3RF3
SHH
SHISA6
SHISA8
SHISA9
SIGLEC14
SIGLEC9
SIK2
SIRPB1
SIX3-AS1
SIX6
SKA1
SLC12A2
SLC15A4
SLC18B1
SLC1A2
SLC20A1
SLC22A15
SLC22A3
SLC23A2
SLC24A2
SLC24A3
SLC24A4
SLC26A4
SLC2A6
SLC35A1
SLC35F1
SLC35F3
SLC35F4
SLC35G6
SLC38A11
SLC38A6
SLC39A11
SLC39A5
SLC41A2
SLC44A5
SLC4A1
SLC4A11
SLC4A4
SLC4A8
SLC5A9
SLC6A1
SLC8A1
SLC9A9
SLCO2A1
SLCO5A1
SLIT1
SLIT2
SLIT3
SLMAP
SLX1B
SMARCE1
SMCP
SMIM10
SMTNL1
SMURF1
SMYD1
SMYD2
SNCA
SNCG
SNED1
SNTB1
SNTB2
SNX29
SOBP
SORBS1
SORBS2
SORCS1
SORCS2
SORCS3
SORL1
SOS1
SOX5
SOX6
SP7
SPAG9
SPATA6
SPATA7
SPATS2L
SPECC1
SPEF2
SPEM1
SPHKAP
SPINK7
SPOCK1
SPOCK3
SPON1
SPON2
SQLE
SRGAP1
SRGAP3
SRP19
SRPK1
SRRM4
SRSF3
SRSF7
SRY
SSBP1
SSBP2
SST
ST3GAL1
ST6GAL2
ST8SIA4
STAC
STAMBP
STARD13
STAT4
STK32B
STK39
STMN2
STOX2
STRADB
STRBP
STT3B
STXBP5
STXBP5-AS1
STXBP5L
STXBP6
SUCLG2-AS1
SULF1
SULF2
SUMO1
SUPV3L1
SUSD1
SUSD4
SV2C
SVEP1
SVIL
SWAP70
SYMPK
SYN3
SYNE1
SYNE1-AS1
SYNJ2
SYNPO2
SYNPR
SYT10
SYT2
SYT6
SYTL5
TAAR6
TAC1
TAC3
TACR1
TAF15
TAS2R40
TBC1D1
TCEA1
TCERG1L
TCF15
TCF19
TCL1B
TEAD1
TECPR1
TENM1
TENM3
TENM4
TEPP
TERC
TERT
TESPA1
TFAP2B
TFDP2
TFF3
TFPI2
TFRC
THEMIS
THSD4
THSD7A
THSD7B
THTPA
TIAM1
TIAM2
TIMM17A
TIMP2
TKT
TLE1
TLE4
TLL1
TLN2
TM6SF1
TMC6
TMCC3
TMEFF2
TMEM108
TMEM110-MUSTN1
TMEM117
TMEM132A
TMEM132B
TMEM132C
TMEM132D
TMEM144
TMEM150C
TMEM163
TMEM178B
TMEM184A
TMEM200B
TMEM210
TMEM233
TMEM244
TMEM44
TMEM88B
TMSB10
TMTC1
TMTC2
TMTC4
TNIK
TNRC6C
TOP2A
TOX
TOX2
TOX3
TPD52
TPD52L1
TPK1
TRAM2
TRAT1
TRDMT1
TREML4
TRHDE
TRIM22
TRIM36
TRMT44
TRPC3
TRPC4
TRPC5
TRPC6
TRPM3
TRPS1
TSGA13
TSHZ1
TSHZ2
TSHZ3
TSPAN9
TSSK2
TTBK2
TTC39A-AS1
TTC39C
TTLL11
TTLL7
TUBA1B
TUBB1
TUSC8
TXK
TYW1B
UBASH3B
UBE2E2
UBE3C
UBE4B
UBN2
UCN2
UGT2B17
ULK4
UNC13B
UNC13C
UNC5C
UNC5D
UNC80
USP17L7
USP24
USP25
USP33
USP47
USP6NL
UST
UTRN
UVRAG
VAT1L
VAV3
VCAM1
VEGFC
VIP
VPS13A
VPS13D
VPS26B
VPS8
VSTM2B
VSTM2L
VWA2
VWA3A
VWA8
VWC2
VWC2L
WAC
WBP2
WDR12
WDR60
WIF1
WIPF1
WIPF3
WIPI2
WLS
WNK2
WWOX
WWP1
WWTR1-AS1
XAGE5
XKR4
XYLT1
YBX1
YTHDC2
ZBTB20
ZBTB7C
ZC3H12C
ZEB1
ZEB2
ZFHX3
ZFP30
ZFPM2
ZFR
ZHX1
ZMAT4
ZNF160
ZNF195
ZNF365
ZNF382
ZNF385B
ZNF385D
ZNF474
ZNF536
ZNF568
ZNF592
ZNF608
ZNF609
ZNF667-AS1
ZNF704
ZNF781
ZNF804A
ZNF804B
ZNF83
ZNF878
ZNF883
ZNRF2
